Title,movieId,bag_of_words
Film Geek,73060,melikmalkasian ritahparrish johnbreen dennisadkins jameswestby C o m e d y
Beyond a Reasonable Doubt,73089,jessemetcalfe ambertamblyn michaeldouglas joeldavidmoore peterhyams D r a m a   M y s t e r y
Looking for Eric,73101,steveevets ericcantona stephaniebishop gerardkearns kenloach C o m e d y   D r a m a   F a n t a s y
Sweepers,73123,dolphlundgren brucepayne clairestansfield ianroberts keoniwaxman A c t i o n   A d v e n t u r e   D r a m a
Not Your Typical Bigfoot Movie,73133,dallasgilbert wayneburton c.thomasbiscardi jaydelaney D o c u m e n t a r y
Bridge of Dragons,73148,dolphlundgren cary-hiroyukitagawa valeriechow garyhudson isaacflorentine A c t i o n   R o m a n c e   S c i - F i   T h r i l l e r
Storm Catcher,73150,dolphlundgren mystroclark jonpennell robertmiano anthonyhickox A c t i o n   T h r i l l e r
Pronto,73165,peterfalk glenneheadly jameslegros sergiocastellitto jimmcbride C o m e d y   C r i m e   T h r i l l e r
Carriers,73168,"loutaylorpucci chrispine piperperabo emilyvancamp davidpastor,àlexpastor D r a m a   H o r r o r   T h r i l l e r"
Aaja Nachle,73170,madhuridixit darshanjariwala raghuviryadav divyadutta anilmehta C o m e d y   M u s i c a l   R o m a n c e
Piter FM,73208,ekaterinafedulova evgeniytsyganov alekseybarabash irinarakhmanova oksanabychkova C o m e d y   D r a m a   R o m a n c e
Pontypool,73211,stephenmchattie lisahoule georginareilly hrantalianak brucemcdonald H o r r o r   T h r i l l e r
Playmobil: The Secret of Pirate Island,73224,ashleighball kathleenbarr donbreithaupt trevordevall alexandere.sokoloff A n i m a t i o n   C h i l d r e n
Big Pun: The Legacy,73226,armageddon az b-real bigpun vladyudin D o c u m e n t a r y
Agent Red,73228,"dolphlundgren meilanipaul aleksandrkuznetsov natalieradford damianlee,jimwynorski A c t i o n"
Command Performance,73234,dolphlundgren melissamolinaro hristoshopov davelegeno dolphlundgren A c t i o n   D r a m a   T h r i l l e r
Direct Contact,73236,dolphlundgren ginamay michaelparé basharrahal dannylerner A c t i o n
Youth in Revolt,73266,michaelcera portiadoubleday jeansmart zachgalifianakis miguelarteta C o m e d y   D r a m a   R o m a n c e
Daybreakers,73268,"harrietminto-day jaylaga'aia damiengarvey sahajdumpleton michaelspierig,peterspierig A c t i o n   D r a m a   H o r r o r   T h r i l l e r"
Missionary Man,73284,dolphlundgren kateriwalker chelsearicketts matthewtompkins dolphlundgren A c t i o n   D r a m a   T h r i l l e r   W e s t e r n
Diamond Dogs,73286,"dolphlundgren nanyu xuezuren williamshriver shimondotan,dolphlundgren A c t i o n   A d v e n t u r e"
Twogether,73304,nickcassavetes brendabakke jeremypiven jimbeaver andrewchiaramonte C o m e d y   D r a m a
Enid Is Sleeping,73306,elizabethperkins judgereinhold jeffreyjones maureenmueller mauricephillips C o m e d y
10 MPH,73314,joshcaldwell johnathanf.keough alonwaisman gannonweeks hunterweeks D o c u m e n t a r y
Leap Year,73319,amyadams matthewgoode adamscott johnlithgow anandtucker C o m e d y   R o m a n c e
Leap Year,73319,amyadams matthewgoode adamscott johnlithgow anandtucker C o m e d y   R o m a n c e
Leap Year,86137,amyadams matthewgoode adamscott johnlithgow anandtucker D r a m a
Leap Year,86137,amyadams matthewgoode adamscott johnlithgow anandtucker D r a m a
Tickets,73328,"carlodellepiane valeriabrunitedeschi silvanadesantis filippotrojano abbaskiarostami,kenloach,ermannoolmi C o m e d y   D r a m a"
Mister Johnson,73334,maynardeziashi piercebrosnan edwardwoodward beatieedney bruceberesford D r a m a
Staten Island,73386,adamsaunders dansimon matthewmorgan charlesbalducci adityachandora C r i m e   D r a m a
Princess,73390,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler A c t i o n   A n i m a t i o n   D r a m a
Princess,73390,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler A c t i o n   A n i m a t i o n   D r a m a
Princess,73390,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler A c t i o n   A n i m a t i o n   D r a m a
Princess,73390,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler A c t i o n   A n i m a t i o n   D r a m a
Princess,80454,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler D r a m a
Princess,80454,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler D r a m a
Princess,80454,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler D r a m a
Princess,80454,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler D r a m a
Princess,179725,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler C h i l d r e n   F a n t a s y
Princess,179725,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler C h i l d r e n   F a n t a s y
Princess,179725,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler C h i l d r e n   F a n t a s y
Princess,179725,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler C h i l d r e n   F a n t a s y
Princess,186053,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler ( n o   g e n r e s   l i s t e d )
Princess,186053,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler ( n o   g e n r e s   l i s t e d )
Princess,186053,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler ( n o   g e n r e s   l i s t e d )
Princess,186053,thurelindhardt stinefischerchristensen jensarentzen rasmusbjerg andersmorgenthaler ( n o   g e n r e s   l i s t e d )
Collapse,73392,michaelruppert chrissmith D o c u m e n t a r y
Collapse,73392,michaelruppert chrissmith D o c u m e n t a r y
Collapse,186769,michaelruppert chrissmith D r a m a
Collapse,186769,michaelruppert chrissmith D r a m a
MGS: Philanthropy,73411,giacomotalamini phillipsacramento patrizialiccardi nicolacecconi giacomotalamini A c t i o n   A d v e n t u r e   S c i - F i   W a r
My One and Only,73413,renéezellweger loganlerman kevinbacon troygarity richardloncraine C o m e d y   D r a m a
Detention,73444,alisonwoods loganstalarow juliedolan shanleycaswell josephkahn A c t i o n   D r a m a   T h r i l l e r
Detention,73444,alisonwoods loganstalarow juliedolan shanleycaswell josephkahn A c t i o n   D r a m a   T h r i l l e r
Detention,95237,alisonwoods loganstalarow juliedolan shanleycaswell josephkahn C o m e d y   H o r r o r
Detention,95237,alisonwoods loganstalarow juliedolan shanleycaswell josephkahn C o m e d y   H o r r o r
One Shot,73453,matthewreese nichelleaiden kevinsorbo adamabram johnlyde D o c u m e n t a r y
One Shot,73453,matthewreese nichelleaiden kevinsorbo adamabram johnlyde D o c u m e n t a r y
One Shot,166540,matthewreese nichelleaiden kevinsorbo adamabram johnlyde ( n o   g e n r e s   l i s t e d )
One Shot,166540,matthewreese nichelleaiden kevinsorbo adamabram johnlyde ( n o   g e n r e s   l i s t e d )
Ernest Goes to School,73462,jimvarney lindakash billbyrge jasonmichas cokesams C h i l d r e n   C o m e d y   D r a m a
Direct Action,73464,dolphlundgren pollyshannon donaldburda rothafordgray sidneyj.furie A c t i o n   C r i m e   T h r i l l e r
Mr. Warmth: The Don Rickles Project,73469,harrydeanstanton johnlandis donrickles clinteastwood johnlandis D o c u m e n t a r y
Shooting War,73472,tomhanks stephenambrose russmeyer walterrosenblum richardschickel D o c u m e n t a r y
Semper Fi,73475,scottbairstow steveburton vicellousshannon alexburns michaelw.watkins A c t i o n   D r a m a
Liverpool,73492,juanfernández nievescabrera giselleirrazabal lisandroalonso D r a m a
MacGyver: Lost Treasure of Atlantis,73499,richarddeananderson brianblessed sophieward christianburgess michaelvejar A c t i o n   A d v e n t u r e
Horsemen,73511,dennisquaid ziyizhang loutaylorpucci cliftoncollinsjr. jonasåkerlund C r i m e   D r a m a   H o r r o r   M y s t e r y   T h r i l l e r
Bart Got a Room,73515,stevenkaplan williamh.macy cherylhines aliashawkat brianhecker C o m e d y   R o m a n c e
Jerichow,73523,bennofürmann ninahoss hilmisözer andréhennicke christianpetzold D r a m a
Harmful Insect,73533,aoimiyazaki seiichitanabe tetsusawaki ryoamamiya akihikoshiota D r a m a
"My Son, My Son, What Have Ye Done",73572,michaelshannon willemdafoe chloësevigny udokier wernerherzog D r a m a   H o r r o r
Fire-Eater,73581,elinahurme tiinaweckström elenaleeve elsasaisio pirjohonkasalo D r a m a
Soul Kitchen,73587,adambousdoukos moritzbleibtreu phelineroggan annabederke fatihakin C o m e d y
Quiet Chaos,73590,nannimoretti valeriagolino isabellaferrari alessandrogassman antonellogrimaldi D r a m a   R o m a n c e
Altiplano,73617,"magalysolier jasmintabatabai oliviergourmet arturoanacarinozarate peterbrosens,jessicawoodworth D r a m a"
Dragon Hunters,73664,"vincentlindon patricktimsit philippenahon amandalear guillaumeivernel,arthurqwak A d v e n t u r e   A n i m a t i o n   C h i l d r e n"
Year of the Comet,73678,penelopeannmiller timdaly louisjourdan artmalik peteryates A c t i o n   A d v e n t u r e   C o m e d y   R o m a n c e
Macheads,73708,shawnking galenbrandt brucedamer danielkottke kobishely D o c u m e n t a r y
Welcome to Macintosh,73710,"waynebibbens vincebriel charlesdevore richardhalsey robertbaca,joshrizzo D o c u m e n t a r y"
Wrong Turn at Tahoe,73730,cubagoodingjr. miguelferrer harveykeitel alexmeneses franckkhalfoun A c t i o n   C r i m e   T h r i l l e r
Ninja,73741,scottadkins tsuyoshiihara mikahijii toddjensen isaacflorentine A c t i o n   C r i m e   D r a m a   T h r i l l e r
If You Love,73744,ellivallinoja chikeohanwe jessicapenttilä jennikokander neilhardwick D r a m a   M u s i c a l   R o m a n c e
Fighter,73776,semraturan nimanabipour cyronmelville mollyblixtegelind natashaarthy A c t i o n   D r a m a   R o m a n c e
Asterix at the Olympic Games,73804,"gérarddepardieu cloviscornillac benoîtpoelvoorde alaindelon frédéricforestier,thomaslangmann A d v e n t u r e   C h i l d r e n   C o m e d y   F a n t a s y"
Flock of Dodos: The Evolution-Intelligent Design Circus,73813,michaelbehe johncalvert jackcashill tomgivnish randyolson D o c u m e n t a r y
My Sex Life... or How I Got Into an Argument,73818,mathieuamalric emmanuelledevos emmanuelsalinger mariannedenicourt arnauddesplechin C o m e d y   D r a m a   R o m a n c e
Hannah Takes the Stairs,73820,gretagerwig kentosborne andrewbujalski ryrusso-young joeswanberg D r a m a
Mega Shark vs. Giant Octopus,73829,debbiegibson lorenzolamas vicchao jonathannation jackperez A c t i o n   H o r r o r
Mall Girls,73831,annakarczmarczyk dagmarakrasowska dominikagwit magdalenaciurzynska katarzynaroslaniec D r a m a
Nowhere Boy,73860,aarontaylor-johnson kristinscottthomas davidthrelfall joshbolt samtaylor-johnson D r a m a
Note by Note: The Making of Steinway L1037,73862,pierre-laurentaimard harryconnickjr. hélènegrimaud hankjones benniles D o c u m e n t a r y
Garbage Warrior,73868,michaelreynolds chrisreynolds shaunamalloy davedicicco oliverhodge D o c u m e n t a r y
Blood and Bone,73874,michaeljaiwhite juliansands eamonnwalker dantebasco benramsey A c t i o n   D r a m a
Motocrossed,73879,alanaaustin rileysmith mary-margarethumes trevero'brien steveboyum A c t i o n   C h i l d r e n   C o m e d y   R o m a n c e
3 Idiots,73881,aamirkhan madhavan sharmanjoshi kareenakapoor rajkumarhirani C o m e d y   D r a m a   R o m a n c e
Svampe,73883,martinbliksrud karlsundby øyvinbangberven edithcarlmar martinasphaug A d v e n t u r e   C h i l d r e n
Troubled Water,73885,pålsverrehagen trinedyrholm ellendorritpetersen fredrikgrøndahl erikpoppe D r a m a   T h r i l l e r
Hum Tum,73900,saifalikhan ranimukerji kironkher ratiagnihotri kunalkohli C o m e d y   D r a m a   M u s i c a l   R o m a n c e
Running Mates,73922,tomselleck lauralinney nancytravis terihatcher ronlagomarsino C o m e d y   R o m a n c e
Legion,73929,paulbettany lucasblack tyresegibson adriannepalicki scottstewart A c t i o n   F a n t a s y   H o r r o r   T h r i l l e r
Defenseless,73989,barbarahershey samshepard marybethhurt j.t.walsh martincampbell T h r i l l e r
Pyrates,73991,kevinbacon kyrasedgwick brucepayne kristindattilo noahstern C o m e d y   R o m a n c e
Silent Wedding,74014,medaandreeavictor alexandrupotocean valentinteodosiu alexandrubindea horatiumalaele C o m e d y   D r a m a
Rahtree: Flower of the Night,74061,lailaboonyasak kritsripoomseth chompunootpiyapane sirisinsiripornsmathikul yuthlertsippapak C o m e d y   D r a m a   H o r r o r   T h r i l l e r
Stan Helsing,74075,stevehowey diorabaird kenanthompson desilydic bozenga C o m e d y   H o r r o r
Forgiven,74086,paulfitzgerald russellhornsby katejenningsgrant susanfloyd paulfitzgerald D r a m a
Four Eyed Monsters,74129,"susanbuice arincrumley juliaannames lindseyandersen susanbuice,arincrumley C o m e d y   D r a m a   F a n t a s y   R o m a n c e"
Extraordinary Measures,74131,brendanfraser harrisonford kerirussell meredithdroeger tomvaughan D r a m a
Backwood Philosopher,74135,kailehtinen hannu-pekkabjörkman tommikorpela ilkkaheiskanen kariväänänen C o m e d y   D r a m a
More Than a Game,74148,lebronjames drujoyce romeotravis siancotton kristopherbelman D o c u m e n t a r y
Falling Up,74150,josephcross sarahroemer snoopdogg rachaelleighcook davidm.rosenthal C o m e d y   D r a m a   R o m a n c e
Zach Galifianakis: Live at the Purple Onion,74152,zachgalifianakis joewagner brianunger michaelblieden C o m e d y   D o c u m e n t a r y
When in Rome,74154,kristenbell joshduhamel anjelicahuston dannydevito markstevenjohnson C o m e d y   R o m a n c e
When in Rome,74154,kristenbell joshduhamel anjelicahuston dannydevito markstevenjohnson C o m e d y   R o m a n c e
When in Rome,121190,kristenbell joshduhamel anjelicahuston dannydevito markstevenjohnson C h i l d r e n   C o m e d y
When in Rome,121190,kristenbell joshduhamel anjelicahuston dannydevito markstevenjohnson C h i l d r e n   C o m e d y
Edge of Darkness,74156,melgibson raywinstone dannyhuston bojananovakovic martincampbell D r a m a   T h r i l l e r
Ethan Mao,74159,junheelee raymondma julianickson kevinkleinberg quentinlee D r a m a   T h r i l l e r
Mad Detective,74204,"chingwanlau andyon katunglam kellylin johnnieto,ka-faiwai A c t i o n   C r i m e   T h r i l l e r"
Triangle,74228,melissageorge joshuamcivor jacktaylor michaeldorman christophersmith D r a m a   H o r r o r   M y s t e r y   T h r i l l e r
Triangle,74228,melissageorge joshuamcivor jacktaylor michaeldorman christophersmith D r a m a   H o r r o r   M y s t e r y   T h r i l l e r
Triangle,80405,melissageorge joshuamcivor jacktaylor michaeldorman christophersmith A c t i o n
Triangle,80405,melissageorge joshuamcivor jacktaylor michaeldorman christophersmith A c t i o n
I Love You Phillip Morris,74275,"jimcarrey ewanmcgregor lesliemann rodrigosantoro glennficarra,johnrequa C o m e d y   D r a m a   R o m a n c e"
Nobody,74284,costasmandylor darrenwall edo'ross dawnjohnson shawnlinden C o m e d y
Electric Shadows,74297,yuxia haibinli yijingzhang zhongyangqi jiangxiao D r a m a
Mistress,74300,robertwuhl martinlandau vaseksimek thomasr.voth barryprimus C o m e d y
Extreme Justice,74302,loudiamondphillips scottglenn chelseafield yaphetkotto markl.lester A c t i o n   T h r i l l e r
Escape from Suburbia: Beyond the American Dream,74317,edschreyer matthewsimmons richardheinberg michaelruppert gregorygreene D o c u m e n t a r y
Dead Ahead: The Exxon Valdez Disaster,74319,johnheard bobgunton markmetcalf brucegray paulseed D r a m a
Temple Grandin,74324,clairedanes juliaormond davidstrathairn catherineo'hara mickjackson D r a m a
Wide Open Spaces,74330,billybletcher clarencenash jackking A n i m a t i o n   C o m e d y
Serious Moonlight,74355,megryan timothyhutton justinlong kristenbell cherylhines C o m e d y   C r i m e   D r a m a   R o m a n c e
Fish Tank,74416,katiejarvis michaelfassbender kierstonwareing rebeccagriffiths andreaarnold D r a m a
Mohabbatein,74426,amitabhbachchan shahrukhkhan udaychopra jugalhansraj adityachopra D r a m a   M u s i c a l   R o m a n c e
Absurdistan,74428,maxmauff kristýnapodzimková ninochkheidze ivaneivantbelidze veithelmer C o m e d y   R o m a n c e
Takva: A Man's Fear of God,74431,erkancan merayülgen güvenkiraç öznurkula özerkiziltan D r a m a
Body Bags,74436,"johncarpenter tomarnold tobehooper robertcarradine johncarpenter,tobehooper,larrysulkis C o m e d y   H o r r o r   S c i - F i   T h r i l l e r"
Valentine's Day,74450,jessicaalba kathybates jessicabiel bradleycooper garrymarshall C o m e d y   R o m a n c e
Babysitter Wanted,74456,"tinahoutz sarahthompson nanavisitor jillianschmitz jonasbarnes,michaelmanasseri H o r r o r   T h r i l l e r"
Shutter Island,74458,leonardodicaprio markruffalo benkingsley maxvonsydow martinscorsese D r a m a   M y s t e r y   T h r i l l e r
Yellow,74478,roselynsanchez billduke d.b.sweeney jaimetirelli alfredorodriguezdevilla C o m e d y   D r a m a
Yellow,74478,roselynsanchez billduke d.b.sweeney jaimetirelli alfredorodriguezdevilla C o m e d y   D r a m a
Yellow,184301,roselynsanchez billduke d.b.sweeney jaimetirelli alfredorodriguezdevilla D r a m a   R o m a n c e
Yellow,184301,roselynsanchez billduke d.b.sweeney jaimetirelli alfredorodriguezdevilla D r a m a   R o m a n c e
Bitch Slap,74484,juliavoth erincummings americaolivo michaelhurst rickjacobson A c t i o n   C o m e d y   C r i m e   T h r i l l e r
$9.99,74486,geoffreyrush anthonylapaglia samueljohnson barryotto tatiarosenthal A n i m a t i o n
Ondine,74488,colinfarrell alicjabachleda dervlakirwan alisonbarry neiljordan D r a m a   F a n t a s y   R o m a n c e
1066,74491,katiawinter katemaberly oliviahussey susangeorge robinjacob A c t i o n   A d v e n t u r e   W a r
Letters to Father Jacob,74504,kaarinahazard heikkinousiainen jukkakeinonen eskoroine klaushärö D r a m a
Percy Jackson & the Olympians: The Lightning Thief,74530,loganlerman brandont.jackson alexandradaddario jakeabel chriscolumbus A d v e n t u r e   F a n t a s y
Cop Out,74532,brucewillis tracymorgan juancarloshernández coryfernandez kevinsmith A c t i o n   C o m e d y   C r i m e
Trailer Park Boys: Countdown to Liquor Day,74541,robbwells johnpaultremblay mikesmith johndunsworth mikeclattenburg C o m e d y   C r i m e
I Hope They Serve Beer in Hell,74582,timhuck lexd.geddings mattczuchry yvetteyates bobgosse C o m e d y
Blood Done Sign My Name,74595,michaelrooker nataliealynlind rickyschroder emilyalynlind jebstuart D r a m a
Mysterious Island,74619,michaelcraig joangreenwood michaelcallan garymerrill cyendfield A c t i o n   A d v e n t u r e   F a n t a s y   S c i - F i
Mysterious Island,74619,michaelcraig joangreenwood michaelcallan garymerrill cyendfield A c t i o n   A d v e n t u r e   F a n t a s y   S c i - F i
Mysterious Island,125261,michaelcraig joangreenwood michaelcallan garymerrill cyendfield A d v e n t u r e   H o r r o r   S c i - F i
Mysterious Island,125261,michaelcraig joangreenwood michaelcallan garymerrill cyendfield A d v e n t u r e   H o r r o r   S c i - F i
Dare,74621,emmyrossum cadyhuffman ashleyspringer matthewgarrick adamsalky D r a m a
Agora,74624,rachelweisz maxminghella oscarisaac ashrafbarhom alejandroamenábar A d v e n t u r e   D r a m a   R o m a n c e
Motherhood,74647,umathurman anthonyedwards davidschallipp matthewschallipp katherinedieckmann C o m e d y
Shades of Ray,74649,zacharylevi frankranz sarahshahi bonniesomerville jaffarmahmood C o m e d y   D r a m a   R o m a n c e
Shinjuku Incident,74653,jackiechan naototakenaka danielwu jingleixu tung-shingyee C r i m e   D r a m a   T h r i l l e r
High Life,74657,robertpattinson juliettebinoche andrébenjamin miagoth clairedenis C o m e d y   C r i m e
Rockaway,74671,keidrichsellati maxwellapple jamesdigiacomo tannerflood johnj.budion A c t i o n   C r i m e   D r a m a
Fast Lane,74673,claesbang christiangrønvall thomaslevin ann-louisemathiasen mortenkøhlert A c t i o n   D r a m a
Pudana Last of the Line,74675,"anastasialapsui nadezhdapyrerko aleksandraokotetto ljudmilazannikova anastasialapsui,markkulehmuskallio D r a m a"
In the Shadow of Doubt,74679,alporusi marttiahtisaari aarnolaitinen pekkalehtinen pekkalehto D o c u m e n t a r y
Mike Bassett: England Manager,74683,rickytomlinson amandaredman bradleywalsh philipjackson stevebarron C o m e d y
Dear John,74688,channingtatum amandaseyfried richardjenkins henrythomas lassehallström D r a m a   R o m a n c e   W a r
Last Train Home,74696,changhuazhang suqinchen qinzhang yangzhang lixinfan D o c u m e n t a r y   D r a m a
Tooth Fairy,74698,dwaynejohnson ashleyjudd stephenmerchant ryansheckler michaellembeck C o m e d y   F a n t a s y
Of Time and the City,74701,terencedavies terencedavies D o c u m e n t a r y
Eden Log,74731,cloviscornillac vimalapons zoharwexler sifanshao franckvestiel H o r r o r   M y s t e r y   S c i - F i   T h r i l l e r
Isolation,74738,essiedavis seanharris marceliures crispinletts billyo'brien H o r r o r   T h r i l l e r
Isolation,74738,essiedavis seanharris marceliures crispinletts billyo'brien H o r r o r   T h r i l l e r
Isolation,171221,essiedavis seanharris marceliures crispinletts billyo'brien A c t i o n   C r i m e   T h r i l l e r
Isolation,171221,essiedavis seanharris marceliures crispinletts billyo'brien A c t i o n   C r i m e   T h r i l l e r
Fermat's Room,74740,"alejosauras elenaballesteros lluíshomar santimillán luispiedrahita,rodrigosopeña M y s t e r y   T h r i l l e r"
Under the Bombs,74748,nadaaboufarhat georgeskhabbaz rawiaelchab bsharaatallah philippearactingi D r a m a   W a r
Cabin Fever 2: Spring Fever,74752,riderstrong noahsegan alexiwasser rustykelley tiwest H o r r o r   T h r i l l e r
Green Zone,74795,igalnaor saidfaraj faycalattougui aymenhamdouchi paulgreengrass A c t i o n   D r a m a   T h r i l l e r   W a r
44 Inch Chest,74818,raywinstone ianmcshane johnhurt tomwilkinson malcolmvenville C r i m e   D r a m a
Ajami,74827,"fouadhabash nisrinsiksik eliassaba youssefsahwani scandarcopti,yaronshani C r i m e   D r a m a"
From Paris with Love,74851,johntravolta jonathanrhysmeyers kasiasmutniak richarddurden pierremorel A c t i o n   C r i m e
Road Trip: Beer Pong,74864,djqualls marycobb rhodagriffis prestonjones steverash C o m e d y
Zone of the Dead,74866,"kenforee kristinaklebe emilioroso miodrag'miki'krstovic milankonjevic,milantodorovic A c t i o n   H o r r o r"
Dorian Gray,74868,benbarnes johnhollingworth catosandford piptorrens oliverparker D r a m a   H o r r o r   S c i - F i
Greenberg,74916,gretagerwig kobyrouviere sydneyrouviere chrismessina noahbaumbach C o m e d y   D r a m a
Brooklyn's Finest,74944,richardgere doncheadle ethanhawke wesleysnipes antoinefuqua C r i m e   D r a m a   T h r i l l e r
She's Out of My League,74946,jaybaruchel aliceeve t.j.miller mikevogel jimfieldsmith C o m e d y
Harry Brown,74948,michaelcaine emilymortimer charliecreed-miles davidbradley danielbarber C r i m e   D r a m a   T h r i l l e r
Never Forever,75335,verafarmiga davidleemcinnis josephy.kim shirleyroeca ginakim D r a m a   R o m a n c e
Failan,75345,"min-sikchoi ceciliacheung dae-hoonjeong hyeong-jinkong hae-sungsong,hae-sungsong D r a m a   R o m a n c e"
Teenage Caveman,75349,andrewkeegan tarasubkoff richardhillman tiffanylimos larryclark H o r r o r   S c i - F i   T h r i l l e r
Skeleton Crew,75362,"ritasuomalainen steveporter annaalkiomaa jonathanrankle tommilepola,teromolin H o r r o r"
Posse,75370,mariovanpeebles stephenbaldwin charleslane tommy'tiny'lister mariovanpeebles W e s t e r n
Joy Ride 2: Dead Ahead,75374,nickiaycox nickzano laurajordan kyleschmid louismorneau A c t i o n   H o r r o r   T h r i l l e r
Vinyan,75386,emmanuellebéart rufussewell petchosathanugrah juliedreyfus fabriceduwelz D r a m a   H o r r o r   T h r i l l e r
Frozen,75395,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee D r a m a   H o r r o r   T h r i l l e r"
Frozen,75395,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee D r a m a   H o r r o r   T h r i l l e r"
Frozen,75395,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee D r a m a   H o r r o r   T h r i l l e r"
Frozen,82452,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee D r a m a"
Frozen,82452,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee D r a m a"
Frozen,82452,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee D r a m a"
Frozen,106696,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee A d v e n t u r e   A n i m a t i o n   C o m e d y   F a n t a s y   M u s i c a l   R o m a n c e"
Frozen,106696,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee A d v e n t u r e   A n i m a t i o n   C o m e d y   F a n t a s y   M u s i c a l   R o m a n c e"
Frozen,106696,"kristenbell idinamenzel jonathangroff joshgad chrisbuck,jenniferlee A d v e n t u r e   A n i m a t i o n   C o m e d y   F a n t a s y   M u s i c a l   R o m a n c e"
ZMD: Zombies of Mass Destruction,75404,janettearmand dougfahl cooperhopkins russellhodgkinson kevinhamedani C o m e d y   H o r r o r
Generation X,75416,mattfrewer finolahughes jeremyratchford heathermccomb jacksholder A c t i o n   A d v e n t u r e   S c i - F i
Survival of the Dead,75425,alanvansprang joshuapeace hardeet.lineham druviergever georgea.romero H o r r o r
Nine Dead,75438,melissajoanhart williamleescott johnterry jamesc.victor chrisshadley C r i m e   M y s t e r y   T h r i l l e r
Little Ashes,75446,javierbeltrán robertpattinson matthewmcnulty marinagatell paulmorrison D r a m a
Our Family Wedding,75803,forestwhitaker americaferrera carlosmencia reginaking rickfamuyiwa C o m e d y
Dead Man Running,75808,clintkoroan fredi'kruga'nwaka 50cent ashleywalters alexderakoff A c t i o n   C r i m e   D r a m a   T h r i l l e r
Leaves of Grass,75813,edwardnorton lucydevito kentjudebernard ameliacampbell timblakenelson C o m e d y   C r i m e   D r a m a   T h r i l l e r
Women in Trouble,75816,carlagugino adriannepalicki danmailley conniebritton sebastiangutierrez C o m e d y
Afghan Star,75818,habibamiri setarahussainzada rafinaabzada limasahar havanamarking D o c u m e n t a r y
Haunted Echoes,75927,seanyoung davidstarzyk m.emmetwalsh barbarabain harrybromleydavenport T h r i l l e r
North Face,75983,bennofürmann johannawokalek florianlukas simonschwarz philippstölzl A d v e n t u r e   D r a m a
Repo Men,75985,judelaw forestwhitaker alicebraga lievschreiber miguelsapochnik A c t i o n   S c i - F i   T h r i l l e r
Case 39,76030,renéezellweger jodelleferland ianmcshane bradleycooper christianalvart H o r r o r   T h r i l l e r
After Last Season,76032,jasonkulas peggymcclellan scottwinters caseymcdougal markregion D r a m a   T h r i l l e r
Bluff,76044,federicolorusso víctormallarino catalinaaristizábal luiseduardoarango felipemartínezamador C o m e d y   C r i m e   T h r i l l e r
Guest of Cindy Sherman,76049,"cindysherman johnwaters ericbogosian dannydevito tomdonahue,paulhasegawa-overacker D o c u m e n t a r y"
Delhi-6,76051,waheedarehman abhishekbachchan sonamkapoor rishikapoor rakeyshomprakashmehra C o m e d y   C r i m e   D r a m a
Oceans,76054,"piercebrosnan pedroarmendárizjr. jacquesperrin matthiasbrandt jacquesperrin,jacquescluzaud(co-director) D o c u m e n t a r y   D r a m a"
New York,76056,johnabraham katrinakaif neilnitinmukesh irrfankhan kabirkhan C r i m e   D r a m a   T h r i l l e r
Cookers,76066,bradhunt cyiabatten patrickmcgaw paulbanashek danmintz D r a m a   H o r r o r   T h r i l l e r
Hot Tub Time Machine,76077,johncusack clarkduke craigrobinson robcorddry stevepink C o m e d y   S c i - F i
Chloe,76079,juliannemoore liamneeson amandaseyfried maxthieriot atomegoyan D r a m a   T h r i l l e r
Blackwoods,76082,patrickmuldoon keeganconnortracy willsanderson michaelparé uweboll D r a m a   T h r i l l e r
Zift,76087,zacharybaharov tanyailieva vladimirpenev mihailmutafov javorgardev C r i m e   D r a m a   M y s t e r y
